[19/4/2022 19:53:42] /ghost
[19/4/2022 19:53:51] /ghost
[19/4/2022 20:7:17] /goto Lorde Kycas
[19/4/2022 20:7:36] /goto Lord Kycas
[19/4/2022 20:7:45] /goto Lord Kycas
[19/4/2022 20:8:13] /goto STAFF Hermes
[19/4/2022 20:10:2] /goto Lord Kycas
[19/4/2022 20:10:55] /goto Lord Kycas
[19/4/2022 20:12:43] /goto Lord Kycas
[19/4/2022 20:13:45] /goto Druidox
[19/4/2022 20:14:18] /goto Oldskull
[19/4/2022 20:14:44] /goto Zellians
[19/4/2022 20:14:59] /goto Zellians
[19/4/2022 20:15:0] /goto Zellians
[19/4/2022 20:15:20] /i 2128
[19/4/2022 20:17:15] /goto Lord Kycas
[19/4/2022 20:18:3] /goto Zellians
[19/4/2022 20:19:57] /c xivas
[19/4/2022 20:20:26] /c Xivas
[19/4/2022 20:20:27] /c Xivas
[19/4/2022 20:21:1] /c Xivas
[19/4/2022 20:21:7] /c  Xivas
[19/4/2022 20:21:9] /c  Xivas
[19/4/2022 20:21:15] /c Xivas
[19/4/2022 20:21:36] /c Xivas
[19/4/2022 20:25:53] /owner Xivas
[19/4/2022 20:26:0] /owner Xivas
[19/4/2022 20:28:6] /i 8905
[19/4/2022 20:28:11] /i 8905
[19/4/2022 20:28:12] /i 8905
[19/4/2022 20:28:18] /i 8905
[19/4/2022 20:28:19] /i 8905
[19/4/2022 20:28:26] /i 8905
[19/4/2022 20:28:26] /i 8905
[19/4/2022 20:28:27] /i 8905
[19/4/2022 20:28:36] /i 8905
[19/4/2022 20:29:9] /i 8905
[19/4/2022 20:29:9] /i 8905
[19/4/2022 20:29:10] /i 8905
[19/4/2022 20:29:11] /i 8905
[19/4/2022 20:29:22] /i 8905
[19/4/2022 20:29:55] /i 8890
[19/4/2022 20:30:0] /i 8905
[19/4/2022 20:30:1] /i 8905
[19/4/2022 20:30:2] /i 8905
[19/4/2022 20:30:3] /i 8905
[19/4/2022 20:30:20] /i 8890
[19/4/2022 20:30:22] /i 8890
[19/4/2022 20:30:30] /i 8890
[19/4/2022 20:30:45] /i 8881
[19/4/2022 20:30:47] /i 8881
[19/4/2022 20:30:48] /i 8881
[19/4/2022 20:31:2] /i 8888
[19/4/2022 20:31:3] /i 8888
[19/4/2022 20:31:4] /i 8888
[19/4/2022 20:31:16] /i 8905
[19/4/2022 20:31:21] /i 8881
[19/4/2022 20:31:32] /i 8905
[19/4/2022 20:31:44] /i 8889
[19/4/2022 20:31:47] /i 8889
[19/4/2022 20:31:47] /i 8889
[19/4/2022 20:32:2] /i 8905
[19/4/2022 20:32:3] /i 8905
[19/4/2022 20:32:3] /i 8905
[19/4/2022 20:32:4] /i 8905
[19/4/2022 20:32:15] /i 8905
[19/4/2022 20:32:16] /i 8905
[19/4/2022 20:32:17] /i 8905
[19/4/2022 20:32:17] /i 8905
[19/4/2022 20:32:33] /i 8905
[19/4/2022 20:32:33] /i 8905
[19/4/2022 20:32:34] /i 8905
[19/4/2022 20:32:55] /i 2505
[19/4/2022 20:32:55] /i 2505
[19/4/2022 20:33:29] /i 8985
[19/4/2022 20:33:30] /i 8985
[19/4/2022 20:33:31] /i 8985
[19/4/2022 20:33:32] /i 8985
[19/4/2022 20:34:5] /i 2128
[19/4/2022 20:34:6] /i 2128
[19/4/2022 20:34:8] /i 2128
[19/4/2022 20:34:8] /i 2128
[19/4/2022 20:34:21] /i 2128
[19/4/2022 20:34:23] /i 2128
[19/4/2022 20:34:23] /i 2128
[19/4/2022 20:34:33] /i 2128
[19/4/2022 20:34:34] /i 2128
[19/4/2022 20:34:43] /i 2128
[19/4/2022 20:34:44] /i 2128
[19/4/2022 20:34:56] /i 2128
[19/4/2022 20:34:56] /i 2128
[19/4/2022 20:34:57] /i 2128
[19/4/2022 20:35:8] /i 2128
[19/4/2022 20:35:37] /i 
[19/4/2022 20:35:46] /i 8983
[19/4/2022 20:35:47] /i 8983
[19/4/2022 20:36:0] /i 8983
[19/4/2022 20:36:10] /i 8983
[19/4/2022 20:36:11] /i 8983
[19/4/2022 20:36:23] /i 8983
[19/4/2022 20:36:28] /i 2128
[19/4/2022 20:36:40] /i 2523
[19/4/2022 20:36:41] /i 2523
[19/4/2022 20:36:42] /i 2523
[19/4/2022 20:36:43] /i 2523
[19/4/2022 20:36:55] /i 2523
[19/4/2022 20:36:55] /i 2523
[19/4/2022 20:36:56] /i 2523
[19/4/2022 20:37:14] /i 8918
[19/4/2022 20:37:15] /i 8918
[19/4/2022 20:37:15] /i 8918
[19/4/2022 20:37:38] /i 8985
[19/4/2022 20:39:19] /i 2141
[19/4/2022 20:39:36] /i 2141
[19/4/2022 20:39:37] /i 2141
[19/4/2022 20:39:38] /i 2141
[19/4/2022 20:39:49] /i 2141
[19/4/2022 20:39:49] /i 2141
[19/4/2022 20:39:55] /i 2141
[19/4/2022 20:39:56] /i 2141
[19/4/2022 20:39:57] /i 2141
[19/4/2022 20:40:18] /i 2501
[19/4/2022 20:40:19] /i 2501
[19/4/2022 20:40:20] /i 2501
[19/4/2022 20:40:21] /i 2501
[19/4/2022 20:40:22] /i 2501
[19/4/2022 20:40:34] /i 2501
[19/4/2022 20:40:41] /i 2501
[20/4/2022 6:38:3] /c xivas
[20/4/2022 20:35:47] /ghost
[20/4/2022 20:36:4] /goto tartaruga mineira
[20/4/2022 20:36:14] /goto tartaruga mineira
[20/4/2022 20:36:40] /goto Palizao
[20/4/2022 20:37:5] /goto Lord Kycas
[20/4/2022 20:37:39] /goto Zellians
[20/4/2022 20:37:54] /m Hydra
[20/4/2022 20:37:56] /m Hydra
[20/4/2022 20:37:57] /m Hydra
[20/4/2022 20:37:58] /m Hydra
[20/4/2022 20:37:59] /m Hydra
[20/4/2022 20:38:0] /m Hydra
[20/4/2022 20:38:2] /m Hydra
[20/4/2022 20:38:3] /m Hydra
[20/4/2022 20:38:4] /m Hydra
[20/4/2022 20:38:4] /m Hydra
[20/4/2022 20:38:5] /m Hydra
[20/4/2022 20:38:6] /m Hydra
[20/4/2022 20:38:6] /m Hydra
[20/4/2022 20:38:7] /m Hydra
[20/4/2022 20:38:12] /m Hydra
[20/4/2022 20:38:15] /m Hydra
[20/4/2022 20:38:16] /m Hydra
[20/4/2022 20:38:17] /m Hydra
[20/4/2022 20:38:18] /m Hydra
[20/4/2022 20:38:19] /m Hydra
[20/4/2022 20:38:19] /m Hydra
[20/4/2022 20:38:20] /m Hydra
[20/4/2022 20:38:27] /m Hydra
[20/4/2022 20:38:28] /m Hydra
[20/4/2022 20:38:29] /m Hydra
[20/4/2022 20:38:42] /m Hydra
[20/4/2022 20:38:44] /m Hydra
[20/4/2022 20:38:47] /m Hydra
[20/4/2022 20:38:48] /m Hydra
[20/4/2022 20:38:48] /m Hydra
[20/4/2022 20:38:49] /m Hydra
[20/4/2022 20:38:50] /m Hydra
[20/4/2022 20:38:57] /m Hydra
[20/4/2022 20:39:0] /m Hydra
[20/4/2022 20:39:1] /m Hydra
[20/4/2022 20:39:9] /goto Zellians
[20/4/2022 20:39:13] /goto Zellians
[20/4/2022 20:39:15] /goto Lord Kycas
[20/4/2022 20:39:25] /goto Palizao
[20/4/2022 20:40:22] /goto tartaruga mineira
[20/4/2022 20:41:26] /m dragon
[20/4/2022 20:41:41] /m dragon
[20/4/2022 20:41:44] /m dragon
[20/4/2022 20:41:53] /goto tartaruga mineira
[20/4/2022 20:42:47] /m dragon
[20/4/2022 20:43:5] /goto tartaruga mineira
[20/4/2022 20:43:12] /goto tartaruga mineira
[20/4/2022 20:43:36] /goto tartaruga mineira
[20/4/2022 20:43:57] /goto tartaruga mineira
[20/4/2022 20:44:1] /goto tartaruga mineira
[20/4/2022 20:44:4] /goto tartaruga mineira
[20/4/2022 20:44:7] /goto tartaruga mineira
[20/4/2022 20:44:14] /goto tartaruga mineira
[20/4/2022 20:44:19] /m dragon
[20/4/2022 20:44:24] /goto tartaruga mineira
[20/4/2022 20:44:29] /goto tartaruga mineira
[20/4/2022 20:44:58] /goto tartaruga mineira
[20/4/2022 20:45:2] /goto tartaruga mineira
[20/4/2022 20:45:11] /goto tartaruga mineira
